TYPE,CATEGORY,QUESTION,help text,image video,is_required,correct_answers,"correct_feedback
",incorrect_feedback,correct answers texts(optional),choice 1,choice 2,choice 3,choice 4,choice 5,choice 6,choice 7,choice 8,choice 9,choice 10,choice 11,,,,
CHOICE,prepositional phrases,Your voice is ____to hers and sometimes I can't tell who I am talking to.,"prepositional phrases A prepositional phrase is a group of words consisting of a preposition, its object, and any words that modify the object.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,identical,identical,keen,refer,talent,faded,welfare,,,,,,,,,
CHOICE,prepositional phrases,"____ general, criminals tend to deny every charge they are accused ____.",prepositional phrases fill in the blank,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,On / to,On / to,With / by,To / with,In / of,For / for,I need help with this one.,,,,,,,,,
CHOICE,prepositional phrases,"""Excuse me. Where is the post box?""
""It is _____ of the large blue hotel.""",prepositional phrases fill in the blank,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,I need help with this one.,I need help with this one.,on the front,in front,on front,frontage,,,,,,,,,,
CHOICE,prepositional phrases,Alice is the woman who is standing _____ my mother.,prepositional phrases fill in the blank,,,2,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,in front of,,in front of,in front of,front of,of front,,,,,,,,,,
CHOICE,prepositional phrases,"You'd better go now, _____ you'll miss the next train.",prepositional phrases fill in the blank,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,I need help with this one.,I need help with this one.,or else,or not,unless,what,I need help with this one.,,,,,,,,,
CHOICE,prepositions,"Every year, I visit my parents___ New Years.",prepositions ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,around,at,,,,,,,,,,,,
CHOICE,prepositions,Fish is a healthy option___dinnertime.,prepositions ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,in,in,,,,,,,,,,,,
CHOICE,prepositions,I'm busy___the moment.,prepositions ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,at,after,,,,,,,,,,,,
CHOICE,prepositions,I'm unemployed___the moment.,prepositions ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,at,at,,,,,,,,,,,,
CHOICE,prepositions,"Normally, we have lunch___midday.",prepositions ,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,in,on,,,,,,,,,,,,
CHOICE,prepositions,She is the prettiest girl ___ the party.,prepositions ,,,4,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,at,over,on,to,at,,,,,,,,,,,
CHOICE,prepositions,The meeting is___4 o'clock.,prepositions ,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,on,on,,,,,,,,,,,,
CHOICE,prepositions,You need to press the two buttons___the same time.,prepositions ,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,over,in,over,,,,,,,,,,,
CHOICE,prepositions,"If our plans are carried _____ now, we will solve that issue.",prepositions fill in the blank,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,out,out,up,upon,through,at,I need help with this one.,,,,,,,,,
CHOICE,prepositions,"_____ Easter, kids receive lots of chocolate Easter eggs in the United States.","prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,On,On,With,In,By,That,I need help with this one.,,,,,,,,,
CHOICE,prepositions,"__________ she's a little shy, she's a wonderful person once you get to know her.","prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,although,although,althought,besides,in spite of,,,,,,,,,,,
CHOICE,prepositions,"""When did Tom and Wendy arrive?""
""They arrived here an hour _____ you did.""","prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,I need help with this one.,I need help with this one.,before,since,since before,as,I need help with this one.,,,,,,,,,
CHOICE,prepositions,"""Where is the library?""
""It's _____ your right.""","prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,on,on,over,at,by,has,I need help with this one.,,,,,,,,,
CHOICE,prepositions,"After payment, you'll receive the product __________ 10 business days.","prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,within,within,during,inside,withing,,,,,,,,,,,
CHOICE,prepositions,Classes end___ the 4th of June.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,at,in,,,,,,,,,,,,
CHOICE,prepositions,Everyone __________ Joanna agreed with me.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,except,except,accept,exception,accepting,,,,,,,,,,,
CHOICE,prepositions,He is learning Chinese _____ Mr. Chan.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,from,from,by,to,from,have to,,,,,,,,,,
CHOICE,prepositions,He is the strongest player ___ the team.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,on,on,under,at,by,,,,,,,,,,,
CHOICE,prepositions,He usually goes on vacation ___July.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,after,over,,,,,,,,,,,,
CHOICE,prepositions,"He was born___the 17th century,","prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#REF!,#REF!,on,in,,,,,,,,,,,,
CHOICE,prepositions,He will come back___Friday.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,"2,3",Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#VALUE!,in,on,next,at,,,,,,,,,,,
CHOICE,prepositions,He will come back___Monday.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,"2,3",Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#VALUE!,in,on,next,at,,,,,,,,,,,
CHOICE,prepositions,He will come back___Saturday.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,"2,3",Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#VALUE!,in,on,next,at,,,,,,,,,,,
CHOICE,prepositions,He will come back___Sunday.,"prepositions Here is a list of commonly used prepositions: above, across, against, along, among, around, at, before, behind, below, beneath, beside, between, by, down, from, in, into, near, of, off, on, to, toward, under, upon, with and within.",,,"2,3",Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#VALUE!,in,on,next,at,,,,,,,,,,,
